1514761200000, 1, 16, 12, 12, 7, 14, 71, 154, 127, 141, 109, 45
1514847600000, 83, 157, 184, 96, 78, 172, 462, 835, 746, 745, 610, 309
1514934000000, 360, 286, 191, 101, 74, 202, 536, 919, 870, 1163, 903, 685
1515020400000, 456, 369, 187, 100, 104, 209, 518, 867, 639, 581, 541, 461
1515106800000, 328, 478, 346, 131, 120, 274, 742, 1290, 1073, 1189, 1047, 502
1515193200000, 425, 354, 189, 135, 83, 161, 475, 515, 245, 158, 80, 262
1515279600000, 31, 27, 24, 12, 17, 27, 81, 284, 240, 144, 125, 97
1515366000000, 60, 206, 133, 86, 49, 133, 568, 943, 897, 959, 831, 538
1515452400000, 623, 426, 279, 134, 90, 165, 683, 1331, 1168, 831, 573, 719
1515538800000, 313, 304, 161, 100, 57, 120, 410, 850, 699, 577, 649, 617
1515625200000, 387, 298, 163, 94, 60, 164, 735, 1040, 1111, 682, 487, 486
1515711600000, 403, 429, 336, 172, 126, 271, 697, 909, 768, 923, 595, 420
1515798000000, 271, 354, 308, 153, 86, 202, 422, 473, 145, 110, 308, 358
1515884400000, 222, 215, 168, 84, 70, 82, 265, 548, 488, 294, 84, 212
1515970800000, 57, 167, 123, 74, 53, 107, 283, 627, 535, 380, 271, 132
1516057200000, 420, 374, 242, 147, 71, 174, 627, 974, 1003, 785, 602, 173
1516143600000, 135, 149, 170, 65, 50, 151, 678, 1043, 1079, 1072, 683, 293
1516230000000, 211, 136, 74, 39, 31, 40, 105, 184, 242, 238, 218, 314
1516316400000, 176, 226, 218, 120, 64, 207, 581, 985, 805, 650, 523, 371
1516402800000, 289, 314, 289, 166, 91, 216, 406, 390, 324, 340, 484, 432
1516489200000, 391, 323, 211, 139, 78, 122, 226, 328, 653, 361, 294, 291
1516575600000, 132, 349, 215, 86, 77, 230, 517, 842, 960, 914, 563, 284
1516662000000, 502, 430, 259, 89, 92, 192, 656, 1226, 1091, 743, 659, 490
1516748400000, 496, 355, 325, 150, 107, 303, 705, 1152, 847, 878, 599, 488
1516834800000, 453, 487, 260, 140, 121, 266, 721, 1058, 985, 1043, 845, 647
1516921200000, 638, 877, 474, 225, 172, 340, 756, 803, 724, 478, 383, 515
1517007600000, 295, 202, 156, 90, 61, 116, 261, 457, 347, 164, 203, 256
1517094000000, 303, 244, 165, 81, 28, 48, 191, 352, 382, 220, 214, 186
1517180400000, 113, 381, 196, 102, 109, 192, 693, 1145, 996, 929, 501, 268
1517266800000, 735, 614, 356, 169, 109, 277, 656, 1280, 990, 549, 505, 548
1517353200000, 373, 291, 134, 65, 31, 62, 168, 268, 253, 161, 70, 269
1517439600000, 61, 76, 147, 84, 58, 160, 575, 724, 738, 556, 651, 251
1517526000000, 396, 445, 349, 186, 144, 347, 963, 1455, 1049, 1142, 744, 554
1517612400000, 418, 328, 323, 163, 92, 210, 467, 532, 382, 356, 368, 431
1517698800000, 230, 227, 107, 66, 44, 83, 302, 465, 346, 188, 228, 215
1517785200000, 90, 241, 238, 131, 65, 137, 646, 1140, 1425, 1059, 1026, 494
1517871600000, 454, 278, 211, 107, 68, 191, 665, 903, 826, 628, 842, 680
1517958000000, 491, 336, 208, 114, 83, 219, 761, 1114, 923, 777, 527, 482
1518044400000, 250, 394, 223, 129, 107, 226, 655, 1014, 760, 567, 532, 399
1518130800000, 499, 411, 308, 159, 112, 263, 481, 694, 611, 601, 550, 618
1518217200000, 405, 419, 401, 199, 139, 271, 715, 678, 464, 251, 262, 448
1518303600000, 422, 377, 309, 154, 97, 174, 352, 519, 449, 213, 421, 354
1518390000000, 266, 262, 201, 100, 53, 173, 731, 884, 831, 962, 591, 399
1518476400000, 324, 335, 212, 96, 51, 155, 530, 876, 1220, 925, 696, 578
1518562800000, 421, 329, 193, 104, 58, 157, 440, 1053, 1218, 1018, 1001, 704
1518649200000, 441, 545, 381, 204, 133, 317, 1106, 1550, 1181, 738, 859, 727
1518735600000, 546, 389, 335, 234, 152, 358, 1035, 1280, 1117, 1110, 1154, 666
1518822000000, 330, 358, 255, 205, 120, 220, 558, 677, 369, 131, 473, 487
1518908400000, 488, 450, 291, 166, 115, 204, 449, 635, 380, 116, 67, 229
1518994800000, 108, 241, 177, 97, 62, 144, 394, 651, 507, 301, 121, 128
1519081200000, 144, 311, 179, 117, 73, 191, 691, 1070, 1133, 887, 778, 402
1519167600000, 527, 430, 301, 164, 109, 272, 780, 1533, 1237, 682, 756, 741
1519254000000, 385, 396, 351, 156, 131, 243, 666, 1172, 1027, 618, 454, 549
1519340400000, 381, 441, 414, 198, 140, 382, 1161, 1637, 1502, 1164, 890, 536
1519426800000, 364, 236, 204, 121, 79, 139, 314, 442, 254, 158, 271, 449
1519513200000, 321, 260, 199, 125, 67, 119, 401, 460, 464, 324, 151, 226
1519599600000, 132, 335, 214, 115, 69, 197, 712, 1110, 1063, 972, 482, 247
1519686000000, 678, 609, 372, 190, 145, 299, 840, 1154, 947, 645, 710, 863
1519772400000, 500, 374, 240, 124, 87, 223, 340, 495, 353, 301, 179, 429
1519858800000, 63, 59, 25, 11, 7, 5, 23, 35, 79, 61, 18, 44
1519945200000, 15, 12, 3, 5, 3, 3, 16, 31, 14, 14, 10, 10
1520031600000, 12, 9, 6, 3, 2, 2, 8, 14, 14, 13, 11, 6
1520118000000, 7, 0, 3, 3, 0, 4, 10, 16, 7, 11, 15, 10
1520204400000, 7, 3, 5, 0, 0, 2, 6, 8, 5, 15, 6, 2
1520290800000, 6, 4, 5, 1, 0, 1, 7, 33, 13, 33, 21, 7
1520377200000, 4, 6, 2, 7, 2, 1, 3, 6, 10, 5, 7, 7
1520463600000, 1, 1, 1, 0, 0, 1, 16, 8, 16, 11, 3, 0
1520550000000, 4, 3, 4, 0, 0, 2, 0, 1, 3, 4, 5, 3
1520636400000, 2, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 2
1520722800000, 0, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1
1520809200000, 1, 1, 1, 0, 2, 0, 0, 3, 8, 3, 1, 0
1520895600000, 1, 6, 2, 0, 0, 0, 2, 1, 0, 3, 2, 0
1520982000000, 0, 2, 0, 0, 0, 0, 1, 3, 2, 1, 1, 0
1521068400000, 2, 0, 0, 0, 0, 0, 0, 13, 3, 1, 0, 3
1521154800000, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3
1521241200000, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1521327600000, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0
1521414000000, 2, 1, 0, 1, 0, 0, 2, 0, 3, 2, 1, 0
1521500400000, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0
1521586800000, 2, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0
1521673200000, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 1, 0
1521759600000, 4, 0, 0, 0, 1, 2, 0, 2, 5, 6, 4, 1
1521846000000, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1
1521932400000, 1, 0, 0, 0, 1, 0, 1, 0, 2, 3, 2, 0
1522018800000, 2, 1, 0, 0, 0, 0, 1, 5, 1, 1, 1, 1
1522105200000, 7, 3, 2, 0, 1, 0, 2, 5, 0, 2, 0, 2
1522191600000, 5, 1, 0, 1, 2, 0, 0, 1, 3, 1, 3, 2
1522278000000, 2, 2, 0, 0, 0, 0, 1, 1, 3, 2, 1, 0
1522364400000, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1522450800000, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 2
1522537200000, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0
1522623600000, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 1, 2
1522710000000, 1, 0, 0, 0, 0, 0, 3, 3, 4, 0, 1, 0
1522796400000, 0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 1, 0
1522882800000, 1, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 1
1522969200000, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0
1523055600000, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
1523142000000, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
1523228400000, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 0
1523314800000, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0
1523401200000, 0, 0, 0, 20, 1, 0, 2, 2, 0, 1, 1, 0
1523487600000, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1
1523574000000, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
1523660400000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
1523746800000, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
1523833200000, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2
1523919600000, 0, 0, 0, 1, 0, 1, 0, 3, 1, 1, 2, 2
