1514761200000, 1684, 1687, 1133, 587, 483, 1059, 2885, 4864, 3940, 4121, 3415, 2361
1515366000000, 2279, 2232, 1548, 823, 538, 1137, 3780, 6094, 5276, 4376, 3527, 3350
1515970800000, 1679, 1689, 1327, 750, 438, 1017, 2906, 4531, 4641, 3826, 3075, 2006
1516575600000, 2819, 2944, 1854, 861, 658, 1495, 3807, 5890, 5336, 4440, 3466, 2866
1517180400000, 2326, 2362, 1612, 835, 587, 1331, 3824, 5869, 4754, 3881, 3067, 2536
1517785200000, 2611, 2456, 1898, 993, 671, 1481, 4275, 6062, 5458, 4096, 4160, 3475
1518390000000, 2816, 2668, 1868, 1109, 682, 1584, 4849, 6955, 6316, 5000, 4841, 3790
1518994800000, 2230, 2315, 1825, 978, 661, 1490, 4407, 6965, 6124, 4134, 3421, 3031
1519599600000, 1407, 1398, 863, 451, 313, 733, 1949, 2855, 2477, 2017, 1425, 1609
1520204400000, 24, 19, 18, 8, 2, 8, 32, 58, 49, 72, 44, 22
1520809200000, 6, 12, 3, 0, 3, 0, 5, 23, 13, 8, 5, 6
1521414000000, 11, 3, 1, 3, 2, 3, 6, 6, 14, 12, 10, 2
1522018800000, 17, 8, 3, 1, 3, 0, 5, 16, 10, 7, 5, 7
1522623600000, 5, 2, 3, 0, 1, 3, 7, 9, 9, 1, 4, 3
1523228400000, 1, 1, 1, 20, 1, 0, 3, 7, 4, 6, 2, 2
